barriers_anthropogenic_id,stream_crossing_id,dam_id,modelled_crossing_id,crossing_source,crossing_type,crossing_name,barrier_status,linear_feature_id,blue_line_key,downstream_route_measure,wscode_ltree,localcode_ltree,watershed_group_code,dnstr_barriers_anthropogenic,observedspp_dnstr,observedspp_upstr,stream_order,stream_magnitude,gradient,watershed_upstr_ha,total_network_km,total_stream_km,total_lakereservoir_ha,total_wetland_ha,total_slopeclass03_waterbodies_km,total_slopeclass03_km,total_slopeclass05_km,total_slopeclass08_km,total_slopeclass15_km,total_slopeclass22_km,total_slopeclass30_km,total_belowupstrbarriers_network_km,total_belowupstrbarriers_stream_km,total_belowupstrbarriers_lakereservoir_ha,total_belowupstrbarriers_wetland_ha,total_belowupstrbarriers_slopeclass03_waterbodies_km,total_belowupstrbarriers_slopeclass03_km,total_belowupstrbarriers_slopeclass05_km,total_belowupstrbarriers_slopeclass08_km,total_belowupstrbarriers_slopeclass15_km,total_belowupstrbarriers_slopeclass22_km,total_belowupstrbarriers_slopeclass30_km,wct_network_km,wct_stream_km,wct_lakereservoir_ha,wct_wetland_ha,wct_slopeclass03_waterbodies_km,wct_slopeclass03_km,wct_slopeclass05_km,wct_slopeclass08_km,wct_slopeclass15_km,wct_slopeclass22_km,wct_slopeclass30_km,wct_belowupstrbarriers_network_km,wct_belowupstrbarriers_stream_km,wct_belowupstrbarriers_lakereservoir_ha,wct_belowupstrbarriers_wetland_ha,wct_belowupstrbarriers_slopeclass03_waterbodies_km,wct_belowupstrbarriers_slopeclass03_km,wct_belowupstrbarriers_slopeclass05_km,wct_belowupstrbarriers_slopeclass08_km,wct_belowupstrbarriers_slopeclass15_km,wct_belowupstrbarriers_slopeclass22_km,wct_belowupstrbarriers_slopeclass30_km,study_area,external_crossing_reference,utm_zone,stream_name,road_name,barrier_result_code,downstream_channel_width,habitat_value_code,consultant_name,image_view_url,reviewer,misc_point_id,my_text,my_priority,my_stream_name,my_road_name,modelled_crossing_id_corr,geometry,easting,northing
13164,NA,NA,4606811,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706847623,356557060,543.1784730426316,300.625474.584724.213111,300.625474.584724.213111.055061,ELKR,{8774},NA,NA,4,22,0,912.5897,24.31,24.31,NA,NA,0,1.58,0.06,1.03,5.47,3.07,1.28,0.6,0.6,0,0,0,0.4,0,0,0.2,0,0,6.22,6.22,NA,NA,0,1.58,0.06,0.98,3.6,0,0,0.61,0.61,0,0,NA,0.4,0,0,0.21,0,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,281,NA,NA,NA,NA,NA,"c(641529.324669942, 5477932.25070227)",641529.3246699423,5477932.25070227
9169,NA,NA,4601996,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706847065,356566187,680.9293366984168,300.625474.584724.218710,300.625474.584724.218710,ELKR,{10327},NA,NA,3,11,0.0025,727.1906,19.45,18.64,0,0,0.82,4.6,0.17,1.56,1.68,3.51,2.45,0.75,0.47,0,0,0.29,0.47,0,0,0,0,0,8.65,7.83,0,0,0.82,4.6,0.17,1.48,1.49,0.09,0,0.75,0.47,0,0,NA,0.47,0,0,0,0,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,282,NA,NA,NA,NA,NA,"c(641013.013221735, 5479285.01838285)",641013.0132217353,5479285.018382851
21298,NA,NA,24734293,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706844929,356410557,353.7042355914665,300.625474.584724.253915.069855,300.625474.584724.253915.069855.120757,ELKR,"{21296,21294}",NA,NA,1,1,0.0955,NA,1.87,1.87,NA,NA,0,0,0,0,1.06,0.53,0,0.68,0.68,0,0,0,0,0,0,0.68,0,0,1.26,1.26,NA,NA,0,0,0,0,1.06,0.21,0,0.67,0.67,0,0,NA,0,0,0,0.68,0,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,283,NA,NA,NA,NA,NA,"c(641161.995713631, 5484217.32516588)",641161.9957136312,5484217.325165878
8008,NA,NA,4600747,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706843726,356558349,114.01571293370942,300.625474.584724.253915.139836,300.625474.584724.253915.139836,ELKR,{7449},NA,NA,3,9,0.0854,299.2627,10.45,10.45,NA,NA,0,0.05,0.09,0.34,2.44,3.17,0.72,2.49,2.49,0,0,0,0.02,0.09,0.21,1.55,0.36,0.15,0.23,0.23,NA,NA,0,0,0,0,0.23,0,0,0.23,0.23,0,0,NA,0,0,0,0.23,0,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,284,NA,NA,NA,NA,NA,"c(642345.027959294, 5484609.8856964)",642345.0279592938,5484609.885696396
9311,NA,NA,4602151,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706848117,356505510,1455.4296453840843,300.625474.584724.205406,300.625474.584724.205406.200001,ELKR,"{7526,21209,13235,13167,21208}",NA,NA,3,6,0.0759,59.2104,4.92,4.92,NA,NA,0,0,0,0.12,0.48,0.46,0.78,2.66,2.66,0,0,0,0,0,0.12,0.48,0.46,0.78,0.6,0.6,NA,NA,0,0,0,0.12,0.48,0,0,0.6,0.6,0,0,NA,0,0,0.12,0.48,0,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,285,NA,NA,NA,NA,NA,"c(643002.999391595, 5477174.0792162)",643002.999391595,5477174.079216199
8843,NA,NA,4601653,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706847678,356564632,2085.6539532114057,300.625474.584724.213111.055061,300.625474.584724.213111.055061,ELKR,"{8834,9350,21206,7529,13159,8775}",NA,NA,3,14,0.1202,233.3961,9.23,9.23,NA,NA,0,0,0,0,0.08,1.25,1.08,2.64,2.64,0,0,0,0,0,0,0.08,1.25,0.73,0.18,0.18,NA,NA,0,0,0,0,0,0.18,0,0.18,0.18,0,0,NA,0,0,0,0,0.18,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,287,NA,NA,NA,NA,NA,"c(643331.999934888, 5478295.0201599)",643331.9999348877,5478295.020159899
3141,197578,NA,4602349,ASSESSED,ROUND,Fernie Nordic Trail,BARRIER,706846166,356488628,838.6550084758352,300.625474.584724.232027.140468,300.625474.584724.232027.140468.146697,ELKR,"{7647,3142}",NA,NA,3,6,0.0479,136.6298,5.35,5.35,NA,NA,0,0.02,0.69,0.2,1.5,1.38,0.37,3.4,3.4,0,0,0,0.02,0.69,0.2,1.38,0.99,0.1,2.24,2.24,NA,NA,0,0.02,0.69,0.2,1.27,0.04,0,2.24,2.24,0,0,NA,0.02,0.69,0.2,1.27,0.04,0,elk,4602349,11,Tributary to Elk River,Fernie Nordic Trail,BARRIER,2,MEDIUM,IRVINE,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=198478,ali,288,NA,NA,NA,NA,NA,"c(638525, 5481496)",638525,5481496
NA,103042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MORR025,11,Unknown,Unknown,BARRIER,3.2,MEDIUM,VAST RESOURCE SOLUTIONS INC.,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=103222,ali,1329,NA,NA,NA,NA,NA,"c(651799, 5477448)",651799,5477448
201,50195,NA,NA,ASSESSED,ROUND,Morrisey,BARRIER,706848218,356518857,65,300.625474.584724.166401.616689,300.625474.584724.166401.616689,ELKR,"{211,8891,214,196}",NA,NA,2,2,0.1714,66.5066,2.01,2.01,NA,NA,0,0,0.03,0,0.41,0.72,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,0.72,NA,NA,0,0,0,0,0,0.72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elk,Morrisey16,11,unnamed tributary to Morrisey Creek,Morrisey,BARRIER,3.4,HIGH,GRAINGER,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=50195,ali,290,NA,NA,NA,NA,NA,"c(651669, 5475526)",651669,5475526
213,50207,NA,4602032,ASSESSED,ROUND,Morrisey spur,BARRIER,706848967,356508653,407,300.625474.584724.166401.531250,300.625474.584724.166401.531250,ELKR,"{8891,214,196}",NA,NA,2,4,0.1908,205.5683,4.03,4.03,NA,NA,0,0.02,0.05,0,0.31,2.34,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elk,Morrisey28,11,unnamed tributary to Morrisey Creek,Morrisey spur,BARRIER,3.8,MEDIUM,GRAINGER,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=50207,ali,291,NA,NA,NA,NA,NA,"c(650214, 5474652)",650214,5474652
1261,61488,NA,4600756,ASSESSED,ROUND,Pages Draw,BARRIER,706846099,356560803,815,300.625474.584724.253915.812593.094366,300.625474.584724.253915.812593.094366.369727,ELKR,"{1260,1276}",NA,NA,1,1,0.0628,NA,0.58,0.58,NA,NA,0,0,0,0.58,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elk,COAL018,11,Coal Creek,Pages Draw,BARRIER,1,MEDIUM,VAST RESOURCE SOLUTIONS INC.,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=61601,ali,292,NA,NA,NA,NA,NA,"c(652118, 5480182)",652118,5480182
1529,103056,NA,4601538,ASSESSED,ROUND,Unknown,BARRIER,706848612,356533725,578,300.625474.584724.166401.582365,300.625474.584724.166401.582365,ELKR,"{200,8891,214,196}",NA,NA,2,2,0.2153,48.8092,1.64,1.64,NA,NA,0,0,0,0,0.47,0.65,0,0.43,0.43,0,0,0,0,0,0,0,0.33,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,elk,MORR040,11,Unknown,Unknown,BARRIER,2,MEDIUM,VAST RESOURCE SOLUTIONS INC.,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=103236,ali,293,NA,NA,NA,NA,NA,"c(651745, 5474888)",651745,5474888
8891,NA,NA,4601704,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706849587,356562350,9523.904936763103,300.625474.584724.166401,300.625474.584724.166401.456882,ELKR,"{214,196}","{BT,CT,CT/RB,DV,EB,LNC,LSU,MW,SU,WCT}",NA,3,29,0.0781,3119.7434,47.15,46.64,0,2.45,0.34,0.61,3.43,8.88,18.6,8.46,2.45,3.47,3.48,0,0,0,0.1,0,1.16,1.43,0.31,0,18.36,18.19,0,0.25,0.17,0.58,3.35,7.5,5.79,0.97,0,2.83,2.83,0,0,NA,0.1,0,1.16,1.45,0.12,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,294,NA,NA,NA,NA,NA,"c(650166.012690031, 5473852.00511235)",650166.0126900312,5473852.005112353
7509,NA,NA,4600136,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706843636,356568537,1920.3447953835332,300.625474.584724.253915.641027,300.625474.584724.253915.641027.158178,ELKR,{1276},NA,NA,2,3,0.0875,357.2136,6.23,6.23,NA,NA,0,0,0.38,2.82,2.37,0.2,0,0.56,0.56,0,0,0,0,0,0,0.56,0,0,4.1,4.1,NA,NA,0,0,0.38,1.99,1.72,0,0,0.56,0.56,0,0,NA,0,0,0,0.56,0,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,295,NA,NA,NA,NA,NA,"c(653247.855234449, 5485089.49751637)",653247.8552344486,5485089.497516366
8892,NA,NA,4601705,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706849589,356494337,117.38402790612245,300.625474.584724.166401.456882,300.625474.584724.166401.456882,ELKR,"{214,196}",NA,NA,3,8,0.158,632.1861,10.41,10.41,NA,NA,0,0.04,0.03,0.75,2.59,3.06,1.51,1.98,1.98,0,0,0,0,0,0,0,0.5,0.19,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,296,NA,NA,NA,NA,NA,"c(649989.06365378, 5473471.01763669)",649989.0636537797,5473471.017636693
8063,NA,NA,4600807,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706843636,356568537,2480.4672582559065,300.625474.584724.253915.641027,300.625474.584724.253915.641027.158178,ELKR,"{7509,1276}",NA,NA,2,3,0.0526,357.2136,5.67,5.67,NA,NA,0,0,0.38,2.82,1.81,0.2,0,4.85,4.85,0,0,0,0,0.38,2,1.81,0.2,0,3.54,3.54,NA,NA,0,0,0.38,1.99,1.16,0,0,3.54,3.54,0,0,NA,0,0.38,1.99,1.16,0,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,297,NA,NA,NA,NA,NA,"c(653550.002009853, 5484663.00230352)",653550.0020098526,5484663.002303516
200,50194,NA,4605569,ASSESSED,ROUND,Morrisey,BARRIER,706848612,356533725,31,300.625474.584724.166401.582365,300.625474.584724.166401.582365,ELKR,"{8891,214,196}",NA,NA,2,2,0.1599,48.8092,2.19,2.19,NA,NA,0,0,0,0,0.47,1.2,0,0.55,0.55,0,0,0,0,0,0,0,0.55,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,elk,Morrisey15,11,unnamed tributary to Morrisey Creek,Morrisey,BARRIER,2.9,HIGH,GRAINGER,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=50194,ali,298,NA,NA,NA,NA,NA,"c(651245, 5475072)",651245,5475072
8935,NA,NA,4601751,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706850373,356545400,1596.449396015074,300.625474.584724.166401.394669,300.625474.584724.166401.394669.208474,ELKR,"{214,196}",NA,NA,3,10,0.144,968.8293,13.55,13.38,0,0,0.17,0.23,0.11,0.74,5.02,1.42,0.92,1.74,1.74,0,0,0,0.01,0,0,1.28,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,299,NA,NA,NA,NA,NA,"c(651425.980495936, 5472041.97509311)",651425.9804959361,5472041.975093106
202,50196,NA,4602163,ASSESSED,ROUND,Morrisey,BARRIER,706848215,356562350,12232,300.625474.584724.166401,300.625474.584724.166401.616689,ELKR,"{8891,214,196}","{BT,CT,CT/RB,DV,EB,LNC,LSU,MW,SU,WCT}",NA,3,15,0.0334,1723.9228,25.59,25.25,0,1.26,0.34,0.49,3.35,6.36,10.1,3.08,0.99,1.06,1.06,0,0,0,0,0.95,0.08,0.06,0,0.01,14.79,14.62,0,0.25,0.17,0.48,3.35,6.34,4.34,0.11,0,1.06,1.06,0,0,NA,0,0.95,0.07,0.04,0,0,elk,Morrisey17,11,unnamed tributary to Morrisey Creek,Morrisey,BARRIER,0.8,LOW,GRAINGER,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=50196,ali,300,NA,NA,NA,NA,NA,"c(651669, 5475681)",651669,5475681
11460,NA,NA,4604656,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706840143,356506250,1323.2292016930478,300.625474.584724.299132,300.625474.584724.299132.264801,ELKR,"{13470,7758,13093}",NA,NA,3,8,0.4387,383.2849,10.55,10.55,NA,NA,0,0.02,0,0,0.37,1.38,2.26,9.59,9.59,0,0,0,0.02,0,0,0.37,1.38,2.26,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,341,NA,NA,NA,NA,NA,"c(645698.030758658, 5490483.02079589)",645698.0307586578,5490483.0207958855
208,50202,NA,4600716,ASSESSED,ROUND,Morrisey spur,BARRIER,706847242,356495001,425,300.625474.584724.166401.711911,300.625474.584724.166401.711911,ELKR,"{206,210,202,8891,214,196}",NA,NA,2,2,0.1156,446.0495,4.63,4.63,NA,NA,0,0.01,0,0.02,3.72,0.44,0.32,1.47,1.47,0,0,0,0.01,0,0,0.95,0.2,0.32,0.05,0.05,NA,NA,0,0,0,0,0.05,0,0,0.05,0.05,0,0,NA,0,0,0,0.05,0,0,elk,Morrisey23,11,unnamed tributary to Morrisey Creek,Morrisey spur,BARRIER,1,MEDIUM,GRAINGER,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=50202,ali,301,NA,NA,NA,NA,NA,"c(651806, 5477435)",651806,5477435
1530,103058,NA,4602100,ASSESSED,ROUND,Unknown,BARRIER,706848666,356520507,77,300.625474.584724.166401.562778,300.625474.584724.166401.562778,ELKR,"{8891,214,196}",NA,NA,1,1,0.3915,NA,0.91,0.91,NA,NA,0,0,0,0,0,0,0,0.58,0.58,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,elk,MORR041,11,Unknown,Unknown,BARRIER,2.2,LOW,VAST RESOURCE SOLUTIONS INC.,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=103238,ali,302,NA,NA,NA,NA,NA,"c(650891, 5474958)",650891,5474958
206,50200,NA,4600210,ASSESSED,ROUND,Morrisey spur,BARRIER,706847242,356495001,28,300.625474.584724.166401.711911,300.625474.584724.166401.711911,ELKR,"{210,202,8891,214,196}",NA,NA,2,2,0.0711,446.0495,5.02,5.02,NA,NA,0,0.01,0,0.42,3.72,0.44,0.32,0.39,0.39,0,0,0,0,0,0.4,0,0,0,0.45,0.45,NA,NA,0,0,0,0.4,0.05,0,0,0.4,0.4,0,0,NA,0,0,0.4,0,0,0,elk,Morrisey21,11,unnamed tributary to Morrisey Creek,Morrisey spur,BARRIER,2.9,MEDIUM,VAST RESOURCE SOLUTIONS INC.,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=103211,ali,303,NA,NA,NA,NA,NA,"c(651913, 5477123)",651913,5477123
204,50198,NA,4606969,ASSESSED,ROUND,Morrisey,BARRIER,706847621,356422355,47,300.625474.584724.166401.673669,300.625474.584724.166401.673669,ELKR,"{202,8891,214,196}",NA,NA,1,1,0.1112,NA,2.44,2.44,NA,NA,0,0,0,0,0.63,1.41,0.24,0.18,0.18,0,0,0,0,0,0,0.1,0.08,0,0.11,0.11,NA,NA,0,0,0,0,0.11,0,0,0.11,0.11,0,0,NA,0,0,0,0.11,0,0,elk,Morrisey19,11,unnamed tributary to Morrisey Creek,Morrisey,BARRIER,1.6,MEDIUM,VAST RESOURCE SOLUTIONS INC.,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=103210,ali,304,NA,NA,NA,NA,NA,"c(651593, 5476509)",651593,5476509
197,50191,NA,4605568,ASSESSED,ROUND,Morrisey,BARRIER,706851127,356455516,93,300.625474.584724.166401.394669.067295,300.625474.584724.166401.394669.067295,ELKR,"{214,196}",NA,NA,2,2,0.1153,170.9914,4.05,4.05,NA,NA,0,0,0,0,0.49,1.82,0.73,0.74,0.74,0,0,0,0,0,0,0.02,0.22,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,elk,Morrisey12,11,unnamed tributary to Morrisey Creek,Morrisey,BARRIER,3.2,MEDIUM,VAST RESOURCE SOLUTIONS INC.,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=103233,ali,305,NA,NA,NA,NA,NA,"c(650425, 5472086)",650425,5472086
1262,61489,NA,4600201,ASSESSED,ROUND,Pages Draw,BARRIER,706846031,356390752,115,300.625474.584724.253915.887386,300.625474.584724.253915.887386,ELKR,{1276},NA,NA,1,1,0.1349,NA,0.63,0.63,NA,NA,0,0,0,0,0.17,0.37,0,0.21,0.21,0,0,0,0,0,0,0.05,0.07,0,0.05,0.05,NA,NA,0,0,0,0,0.05,0,0,0.05,0.05,0,0,NA,0,0,0,0.05,0,0,elk,COAL017,11,Coal Creek,Pages Draw,BARRIER,1.2,MEDIUM,VAST RESOURCE SOLUTIONS INC.,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=61602,ali,306,NA,NA,NA,NA,NA,"c(653441, 5480026)",653441,5480026
205,50199,NA,4600211,ASSESSED,ROUND,Morrisey,BARRIER,706847491,356473613,71,300.625474.584724.166401.685320,300.625474.584724.166401.685320,ELKR,"{210,202,8891,214,196}",NA,NA,1,1,0.1051,NA,2.48,2.48,NA,NA,0,0,0,0,1.31,0.6,0.25,0.6,0.6,0,0,0,0,0,0,0.24,0.24,0.09,0.24,0.24,NA,NA,0,0,0,0,0.24,0,0,0.24,0.24,0,0,NA,0,0,0,0.24,0,0,elk,Morrisey20,11,unnamed tributary to Morrisey Creek,Morrisey,BARRIER,2,MEDIUM,VAST RESOURCE SOLUTIONS INC.,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=103221,ali,307,NA,NA,NA,NA,NA,"c(651693, 5476730)",651693,5476730
7678,NA,NA,4600373,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706843537,356480267,2796.6183556480287,300.625474.584724.412090.486369.363672.218103,300.625474.584724.412090.486369.363672.218103.415839,ELKR,"{8205,11777,8196,225}",{WCT},NA,1,1,0.1222,NA,3.39,3.39,NA,NA,0,0,0,0.74,2.26,0.13,0,1.49,1.49,0,0,0,0,0,0.74,0.74,0,0,2.26,2.26,NA,NA,0,0,0,0.74,1.52,0,0,1.48,1.48,0,0,NA,0,0,0.74,0.74,0,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,308,NA,NA,NA,NA,NA,"c(653730.682961094, 5485733.34067705)",653730.6829610944,5485733.34067705
1518,103038,NA,4606232,ASSESSED,ROUND,McEvoy,BARRIER,706847643,356455723,21,300.625474.584724.166401.907224,300.625474.584724.166401.907224,ELKR,"{210,202,8891,214,196}",NA,NA,1,1,0.0975,NA,1.06,1.06,NA,NA,0,0,0,0,1.06,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06,1.06,NA,NA,0,0,0,0,1.06,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elk,MORR004,11,Unknown,McEvoy,BARRIER,1.2,LOW,VAST RESOURCE SOLUTIONS INC.,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=103218,ali,309,NA,NA,NA,NA,NA,"c(654849, 5476052)",654849,5476052
1519,103039,NA,4606231,ASSESSED,ROUND,McEvoy,BARRIER,706847573,356377172,28,300.625474.584724.166401.903953,300.625474.584724.166401.903953,ELKR,"{210,202,8891,214,196}",NA,NA,1,1,0.0726,NA,1.19,1.19,NA,NA,0,0,0,1.19,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,1.19,NA,NA,0,0,0,1.19,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elk,MORR003,11,Unknown,McEvoy,BARRIER,1,LOW,VAST RESOURCE SOLUTIONS INC.,http://a100.gov.bc.ca/pub/pscismap/imageViewer.do?assessmentId=103219,ali,310,NA,NA,NA,NA,NA,"c(654828, 5476116)",654828,5476116
7685,NA,NA,4600383,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706842553,356460243,207.0875191711896,300.625474.584724.412090.486369.562390,300.625474.584724.412090.486369.562390,ELKR,NA,NA,NA,2,3,0.05,118.9473,2.53,2.48,0,0,0.05,0.44,0.4,0.19,0.08,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,1.04,0,0,0.04,0.44,0.4,0.19,0.01,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,311,NA,NA,NA,NA,NA,"c(659840.153187556, 5484294.05691944)",659840.1531875561,5484294.05691944
8112,NA,NA,4600859,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706842060,356549056,742.4350779690268,300.625474.584724.412090.486369.520135,300.625474.584724.412090.486369.520135.104824,ELKR,"{8111,226}",NA,NA,3,14,0.0624,587.3852,12.56,12.56,NA,NA,0,0.08,0,0.57,4.71,1.45,0.6,11.69,11.69,0,0,0,0.08,0,0.57,4.5,1.45,0.6,2.43,2.43,NA,NA,0,0,0,0.53,1.32,0.58,0,2.43,2.43,0,0,NA,0,0,0.53,1.32,0.58,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,313,NA,NA,NA,NA,NA,"c(660037.934858596, 5485117.94745385)",660037.9348585957,5485117.947453854
21314,NA,NA,24734321,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706842263,356446388,497.0702381289411,300.625474.584724.412090.486369.447169,300.625474.584724.412090.486369.447169,ELKR,NA,NA,NA,2,4,0.137,252.8023,6.14,6.14,NA,NA,0,0.01,0,0.03,2.68,1.23,0.62,4.67,4.67,0,0,0,0.01,0,0.03,2.36,1.05,0.51,1.35,1.35,NA,NA,0,0,0,0,1.1,0.24,0,1.35,1.35,0,0,NA,0,0,0,1.1,0.24,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,314,NA,NA,NA,NA,NA,"c(658152.651687421, 5485659.26123563)",658152.6516874213,5485659.2612356255
7684,NA,NA,4600381,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706843962,356569619,16363.195699284519,300.625474.584724.412090.486369,300.625474.584724.412090.486369.683107,ELKR,{7683},"{BT,CT,CT/RB,EB,WCT}","{EB,WCT}",3,31,0.0402,1297.768,31.08,30.81,0,0.72,0.27,1.49,2.29,3.58,7.08,4.58,3.12,4.59,4.59,0,0,0,0.96,0.35,0.13,2.28,0.29,0.59,13.01,12.74,0,0.72,0.27,1.49,2.29,3.53,4.03,1.39,0,2.3,2.3,0,0,NA,0.96,0.35,0.13,0.86,-0.01,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,315,NA,NA,NA,NA,NA,"c(660486.262899572, 5482219.44410397)",660486.2628995725,5482219.444103967
8716,NA,NA,4601519,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706843687,356529391,317.85781312976764,300.625474.584724.412090.486369.683107,300.625474.584724.412090.486369.683107,ELKR,{7683},NA,{WCT},4,38,0.0514,1319.7465,34.73,34.56,0,0,0.17,1.33,1.9,2.82,7.74,5.19,4.16,8.68,8.63,0,0,0.05,1.31,1.32,0.9,0.79,1.11,0.72,9.34,9.16,0,0,0.17,1.31,1.86,1.77,2.65,1.52,0.06,4.36,4.3,0,0,NA,1.31,1.31,0.9,0.68,0.11,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,316,NA,NA,NA,NA,NA,"c(660719.931588438, 5482258.98493497)",660719.9315884383,5482258.9849349735
8111,NA,NA,4600858,MODELLED_CROSSINGS,CBS,NA,POTENTIAL,706842103,356549056,304.9079210194999,300.625474.584724.412090.486369.520135,300.625474.584724.412090.486369.520135,ELKR,{226},NA,NA,3,15,0.0615,624.8162,13.44,13.15,0,0,0.29,0.23,0,1,4.71,1.45,0.6,0.46,0.46,0,0,0,0.02,0,0.43,0,0,0,3.31,3.02,0,0,0.29,0.15,0,0.96,1.32,0.58,0,0.46,0.46,0,0,NA,0.02,0,0.43,0,0,0,elk,NA,11,NA,NA,NA,NA,NA,NA,NA,ali,317,NA,NA,NA,NA,NA,"c(659618.936334408, 5485047.0171574)",659618.9363344079,5485047.017157396
